PERMNO,date,TICKER,DIVAMT,FACPR,PRC,RET,CFACPR,sprtrn
14593,20120224,AAPL,,,522.40997,0.011658,7,0.001672
14593,20120227,AAPL,,,525.76001,0.006413,7,0.001355
14593,20120228,AAPL,,,535.40997,0.018354,7,0.003356
14593,20120229,AAPL,,,542.44000,0.013130,7,-0.004737
14593,20120301,AAPL,,,544.46997,0.003742,7,0.006158
14593,20120302,AAPL,,,545.17999,0.001304,7,-0.003246
14593,20120305,AAPL,,,533.15997,-0.022048,7,-0.003870
14593,20120306,AAPL,,,530.26001,-0.005439,7,-0.015370
14593,20120307,AAPL,,,530.69000,0.000811,7,0.006901
14593,20120308,AAPL,,,541.98999,0.021293,7,0.009818
14593,20120309,AAPL,,,545.16998,0.005867,7,0.003631
14593,20120312,AAPL,,,552.00000,0.012528,7,0.000160
14593,20120313,AAPL,,,568.09998,0.029167,7,0.018132
14593,20120314,AAPL,,,589.58002,0.037810,7,-0.001196
14593,20120315,AAPL,,,585.56000,-0.006818,7,0.005967
14593,20120316,AAPL,,,585.57001,0.000017,7,0.001119
14593,20120319,AAPL,,,601.09998,0.026521,7,0.003974
14593,20120320,AAPL,,,605.96002,0.008085,7,-0.003001
14593,20120321,AAPL,,,602.50000,-0.005710,7,-0.001871
14593,20120322,AAPL,,,599.34003,-0.005245,7,-0.007207
14593,20120323,AAPL,,,596.04999,-0.005489,7,0.003109
14593,20120326,AAPL,,,606.97998,0.018337,7,0.013886
14593,20120327,AAPL,,,614.47998,0.012356,7,-0.002817
14593,20120328,AAPL,,,617.62000,0.005110,7,-0.004942
14593,20120329,AAPL,,,609.85999,-0.012564,7,-0.001608
14593,20120330,AAPL,,,599.54999,-0.016906,7,0.003698
14593,20120402,AAPL,,,618.63000,0.031824,7,0.007505
14593,20120403,AAPL,,,629.32001,0.017280,7,-0.003989
14593,20120404,AAPL,,,624.31000,-0.007961,7,-0.010202
14593,20120405,AAPL,,,633.67999,0.015009,7,-0.000629
14593,20120409,AAPL,,,636.22998,0.004024,7,-0.011358
14593,20120410,AAPL,,,628.44000,-0.012244,7,-0.017081
14593,20120411,AAPL,,,626.20001,-0.003564,7,0.007449
14593,20120412,AAPL,,,622.77002,-0.005477,7,0.013779
14593,20120413,AAPL,,,605.22998,-0.028165,7,-0.012475
14593,20120416,AAPL,,,580.13000,-0.041472,7,-0.000504
14593,20120417,AAPL,,,609.70001,0.050971,7,0.015487
14593,20120418,AAPL,,,608.34003,-0.002231,7,-0.004055
14593,20120419,AAPL,,,587.44000,-0.034356,7,-0.005934
14593,20120420,AAPL,,,572.97998,-0.024615,7,0.001169
14593,20120423,AAPL,,,571.70001,-0.002234,7,-0.008408
14593,20120424,AAPL,,,560.28003,-0.019975,7,0.003680
14593,20120425,AAPL,,,610.00000,0.088741,7,0.013645
14593,20120426,AAPL,,,607.70001,-0.003770,7,0.006680
14593,20120427,AAPL,,,603.00000,-0.007734,7,0.002414
14593,20120430,AAPL,,,583.97998,-0.031542,7,-0.003884
14593,20120501,AAPL,,,582.13000,-0.003168,7,0.005658
14593,20120502,AAPL,,,585.97998,0.006614,7,-0.002497
14593,20120503,AAPL,,,581.82001,-0.007099,7,-0.007659
14593,20120504,AAPL,,,565.25000,-0.028480,7,-0.016147
14593,20120507,AAPL,,,569.47998,0.007483,7,0.000351
14593,20120508,AAPL,,,568.17999,-0.002283,7,-0.004279
14593,20120509,AAPL,,,569.17999,0.001760,7,-0.006702
14593,20120510,AAPL,,,570.52002,0.002354,7,0.002517
14593,20120511,AAPL,,,566.71002,-0.006678,7,-0.003387
14593,20120514,AAPL,,,558.21997,-0.014981,7,-0.011113
14593,20120515,AAPL,,,553.16998,-0.009047,7,-0.005746
14593,20120516,AAPL,,,546.07501,-0.012826,7,-0.004404
14593,20120517,AAPL,,,530.12000,-0.029218,7,-0.015051
14593,20120518,AAPL,,,530.38000,0.000490,7,-0.007388
14593,20120521,AAPL,,,561.28003,0.058260,7,0.016036
14593,20120522,AAPL,,,556.96997,-0.007679,7,0.000486
14593,20120523,AAPL,,,570.56000,0.024400,7,0.001694
14593,20120524,AAPL,,,565.32001,-0.009184,7,0.001380
14593,20120525,AAPL,,,562.28998,-0.005360,7,-0.002166
14593,20120529,AAPL,,,572.27002,0.017749,7,0.011079
14593,20120530,AAPL,,,579.16998,0.012057,7,-0.014335
14593,20120531,AAPL,,,577.72998,-0.002486,7,-0.002277
14593,20120601,AAPL,,,560.98999,-0.028975,7,-0.024643
14593,20120604,AAPL,,,564.28998,0.005882,7,0.000110
14593,20120605,AAPL,,,562.83002,-0.002587,7,0.005727
14593,20120606,AAPL,,,571.46002,0.015333,7,0.023049
14593,20120607,AAPL,,,571.71997,0.000455,7,-0.000106
14593,20120608,AAPL,,,580.32001,0.015042,7,0.008114
14593,20120611,AAPL,,,571.16998,-0.015767,7,-0.012620
14593,20120612,AAPL,,,576.15997,0.008736,7,0.011651
14593,20120613,AAPL,,,572.15997,-0.006943,7,-0.007023
14593,20120614,AAPL,,,571.53003,-0.001101,7,0.010815
14593,20120615,AAPL,,,574.13000,0.004549,7,0.010338
14593,20120618,AAPL,,,585.78003,0.020292,7,0.001445
14593,20120619,AAPL,,,587.40997,0.002783,7,0.009816
14593,20120620,AAPL,,,585.74103,-0.002841,7,-0.001686
14593,20120621,AAPL,,,577.66998,-0.013779,7,-0.022262
14593,20120622,AAPL,,,582.09998,0.007669,7,0.007175
14593,20120625,AAPL,,,570.76501,-0.019473,7,-0.015955
14593,20120626,AAPL,,,572.02502,0.002208,7,0.004773
14593,20120627,AAPL,,,574.50000,0.004327,7,0.008985
14593,20120628,AAPL,,,569.04999,-0.009487,7,-0.002110
14593,20120629,AAPL,,,584.00000,0.026272,7,0.024920
14593,20120702,AAPL,,,592.52002,0.014589,7,0.002459
14593,20120703,AAPL,,,599.40997,0.011628,7,0.006232
14593,20120705,AAPL,,,609.94000,0.017567,7,-0.004687
14593,20120706,AAPL,,,605.88000,-0.006656,7,-0.009433
14593,20120709,AAPL,,,613.89001,0.013220,7,-0.001639
14593,20120710,AAPL,,,608.21002,-0.009252,7,-0.008126
14593,20120711,AAPL,,,604.42999,-0.006215,7,-0.000015
14593,20120712,AAPL,,,598.90002,-0.009149,7,-0.004987
14593,20120713,AAPL,,,604.96997,0.010135,7,0.016497
14593,20120716,AAPL,,,606.90997,0.003207,7,-0.002314
14593,20120717,AAPL,,,606.94000,0.000049,7,0.007410
14593,20120718,AAPL,,,606.26001,-0.001120,7,0.006681
14593,20120719,AAPL,,,614.32001,0.013295,7,0.002717
14593,20120720,AAPL,,,604.29999,-0.016311,7,-0.010062
14593,20120723,AAPL,,,603.83002,-0.000778,7,-0.008909
14593,20120724,AAPL,,,600.91998,-0.004819,7,-0.009041
14593,20120725,AAPL,,,574.96997,-0.043184,7,-0.000314
14593,20120726,AAPL,,,574.88000,-0.000156,7,0.016541
14593,20120727,AAPL,,,585.15997,0.017882,7,0.019081
14593,20120730,AAPL,,,595.03003,0.016867,7,-0.000483
14593,20120731,AAPL,,,610.76001,0.026436,7,-0.004317
14593,20120801,AAPL,,,606.81000,-0.006467,7,-0.003030
14593,20120802,AAPL,,,607.78998,0.001615,7,-0.007374
14593,20120803,AAPL,,,615.70001,0.013014,7,0.019040
14593,20120806,AAPL,,,622.54999,0.011126,7,0.002329
14593,20120807,AAPL,,,620.91400,-0.002628,7,0.005107
14593,20120808,AAPL,,,619.85999,-0.001698,7,0.000621
14593,20120809,AAPL,2.65000,0.00000,620.72998,0.005679,7,0.000414
14593,20120810,AAPL,,,621.70001,0.001563,7,0.002188
14593,20120813,AAPL,,,630.00000,0.013350,7,-0.001252
14593,20120814,AAPL,,,631.69000,0.002683,7,-0.000128
14593,20120815,AAPL,,,630.83002,-0.001361,7,0.001140
14593,20120816,AAPL,,,636.34003,0.008735,7,0.007101
14593,20120817,AAPL,,,648.10999,0.018496,7,0.001872
14593,20120820,AAPL,,,665.15002,0.026292,7,-0.000021
14593,20120821,AAPL,,,656.06201,-0.013663,7,-0.003498
14593,20120822,AAPL,,,668.87000,0.019523,7,0.000226
14593,20120823,AAPL,,,662.63000,-0.009329,7,-0.008072
14593,20120824,AAPL,,,663.22198,0.000893,7,0.006455
14593,20120827,AAPL,,,675.67999,0.018784,7,-0.000489
14593,20120828,AAPL,,,674.79999,-0.001302,7,-0.000808
14593,20120829,AAPL,,,673.46600,-0.001977,7,0.000844
14593,20120830,AAPL,,,663.86798,-0.014252,7,-0.007806
14593,20120831,AAPL,,,665.23999,0.002067,7,0.005073
14593,20120904,AAPL,,,674.96997,0.014626,7,-0.001166
14593,20120905,AAPL,,,670.22998,-0.007023,7,-0.001068
14593,20120906,AAPL,,,676.27002,0.009012,7,0.020436
14593,20120907,AAPL,,,680.44000,0.006166,7,0.004050
14593,20120910,AAPL,,,662.73999,-0.026013,7,-0.006148
14593,20120911,AAPL,,,660.59003,-0.003244,7,0.003135
14593,20120912,AAPL,,,669.78998,0.013927,7,0.002093
14593,20120913,AAPL,,,682.97998,0.019693,7,0.016310
14593,20120914,AAPL,,,691.28003,0.012153,7,0.003959
14593,20120917,AAPL,,,699.78101,0.012297,7,-0.003125
14593,20120918,AAPL,,,701.90997,0.003042,7,-0.001280
14593,20120919,AAPL,,,702.09998,0.000271,7,0.001185
14593,20120920,AAPL,,,698.70001,-0.004843,7,-0.000541
14593,20120921,AAPL,,,700.09497,0.001997,7,-0.000075
14593,20120924,AAPL,,,690.78998,-0.013291,7,-0.002233
14593,20120925,AAPL,,,673.53998,-0.024971,7,-0.010502
14593,20120926,AAPL,,,665.17999,-0.012412,7,-0.005737
14593,20120927,AAPL,,,681.32001,0.024264,7,0.009649
14593,20120928,AAPL,,,667.10498,-0.020864,7,-0.004478
14593,20121001,AAPL,,,659.39001,-0.011565,7,0.002652
14593,20121002,AAPL,,,661.31000,0.002912,7,0.000872
14593,20121003,AAPL,,,671.45001,0.015333,7,0.003624
14593,20121004,AAPL,,,666.79999,-0.006925,7,0.007174
14593,20121005,AAPL,,,652.59003,-0.021311,7,-0.000322
14593,20121008,AAPL,,,638.16998,-0.022097,7,-0.003457
14593,20121009,AAPL,,,635.84998,-0.003635,7,-0.009891
14593,20121010,AAPL,,,640.90997,0.007958,7,-0.006188
14593,20121011,AAPL,,,628.09998,-0.019987,7,0.000195
14593,20121012,AAPL,,,629.71399,0.002570,7,-0.002966
14593,20121015,AAPL,,,634.76001,0.008013,7,0.008078
14593,20121016,AAPL,,,649.79248,0.023682,7,0.010270
14593,20121017,AAPL,,,644.61359,-0.007970,7,0.004117
14593,20121018,AAPL,,,632.64001,-0.018575,7,-0.002444
14593,20121019,AAPL,,,609.84003,-0.036039,7,-0.016571
14593,20121022,AAPL,,,634.03003,0.039666,7,0.000440
14593,20121023,AAPL,,,613.35541,-0.032608,7,-0.014444
14593,20121024,AAPL,,,616.83002,0.005665,7,-0.003085
14593,20121025,AAPL,,,609.53802,-0.011822,7,0.002996
14593,20121026,AAPL,,,604.00000,-0.009086,7,-0.000729
14593,20121031,AAPL,,,595.32001,-0.014371,7,0.000156
14593,20121101,AAPL,,,596.53992,0.002049,7,0.010927
14593,20121102,AAPL,,,576.79999,-0.033091,7,-0.009379
14593,20121105,AAPL,,,584.62109,0.013559,7,0.002164
14593,20121106,AAPL,,,582.84949,-0.003030,7,0.007853
14593,20121107,AAPL,2.65000,0.00000,558.00189,-0.038085,7,-0.023705
14593,20121108,AAPL,,,537.75000,-0.036294,7,-0.012205
14593,20121109,AAPL,,,547.06000,0.017313,7,0.001699
14593,20121112,AAPL,,,542.83002,-0.007732,7,0.000130
14593,20121113,AAPL,,,542.89801,0.000125,7,-0.003985
14593,20121114,AAPL,,,536.88000,-0.011085,7,-0.013852
14593,20121115,AAPL,,,525.62000,-0.020973,7,-0.001594
14593,20121116,AAPL,,,527.67798,0.003915,7,0.004840
14593,20121119,AAPL,,,565.72998,0.072112,7,0.019862
14593,20121120,AAPL,,,560.91339,-0.008514,7,0.000663
14593,20121121,AAPL,,,561.70001,0.001402,7,0.002320
14593,20121123,AAPL,,,571.50000,0.017447,7,0.013026
14593,20121126,AAPL,,,589.53003,0.031549,7,-0.002030
14593,20121127,AAPL,,,584.78003,-0.008057,7,-0.005227
14593,20121128,AAPL,,,582.94000,-0.003147,7,0.007856
14593,20121129,AAPL,,,589.35999,0.011013,7,0.004270
14593,20121130,AAPL,,,585.28003,-0.006923,7,0.000162
14593,20121203,AAPL,,,586.19000,0.001555,7,-0.004745
14593,20121204,AAPL,,,575.84540,-0.017647,7,-0.001710
14593,20121205,AAPL,,,538.79230,-0.064346,7,0.001585
14593,20121206,AAPL,,,547.24451,0.015687,7,0.003307
14593,20121207,AAPL,,,533.25000,-0.025573,7,0.002921
14593,20121210,AAPL,,,529.82092,-0.006431,7,0.000338
14593,20121211,AAPL,,,541.38800,0.021832,7,0.006549
14593,20121212,AAPL,,,539.00000,-0.004411,7,0.000448
14593,20121213,AAPL,,,529.69000,-0.017273,7,-0.006321
14593,20121214,AAPL,,,509.79401,-0.037562,7,-0.004135
14593,20121217,AAPL,,,518.83002,0.017725,7,0.011871
14593,20121218,AAPL,,,533.90002,0.029046,7,0.011487
14593,20121219,AAPL,,,526.31000,-0.014216,7,-0.007589
14593,20121220,AAPL,,,521.73022,-0.008702,7,0.005488
14593,20121221,AAPL,,,519.33002,-0.004600,7,-0.009379
14593,20121224,AAPL,,,520.16803,0.001614,7,-0.002440
14593,20121226,AAPL,,,512.99951,-0.013781,7,-0.004787
14593,20121227,AAPL,,,515.06000,0.004017,7,-0.001218
14593,20121228,AAPL,,,509.58920,-0.010622,7,-0.011050
14593,20121231,AAPL,,,532.17291,0.044317,7,0.016942
14593,20130102,AAPL,,,549.03003,0.031676,7,0.025403
14593,20130103,AAPL,,,542.09589,-0.012630,7,-0.002086
14593,20130104,AAPL,,,527.00000,-0.027847,7,0.004865
14593,20130107,AAPL,,,523.90002,-0.005882,7,-0.003123
14593,20130108,AAPL,,,525.31000,0.002691,7,-0.003242
14593,20130109,AAPL,,,517.09998,-0.015629,7,0.002656
14593,20130110,AAPL,,,523.51001,0.012396,7,0.007597
14593,20130111,AAPL,,,520.29999,-0.006132,7,-0.000048
14593,20130114,AAPL,,,501.75000,-0.035652,7,-0.000931
14593,20130115,AAPL,,,485.92001,-0.031550,7,0.001129
14593,20130116,AAPL,,,506.09000,0.041509,7,0.000197
14593,20130117,AAPL,,,502.67999,-0.006738,7,0.005643
14593,20130118,AAPL,,,500.00000,-0.005331,7,0.003403
14593,20130122,AAPL,,,504.76999,0.009540,7,0.004428
14593,20130123,AAPL,,,514.00500,0.018295,7,0.001507
14593,20130124,AAPL,,,450.50000,-0.123549,7,0.000007
14593,20130125,AAPL,,,439.88000,-0.023574,7,0.005445
14593,20130128,AAPL,,,449.82999,0.022620,7,-0.001850
14593,20130129,AAPL,,,458.26999,0.018763,7,0.005106
14593,20130130,AAPL,,,456.82999,-0.003142,7,-0.003900
14593,20130131,AAPL,,,455.48999,-0.002933,7,-0.002563
14593,20130201,AAPL,,,453.62000,-0.004105,7,0.010053
14593,20130204,AAPL,,,442.31601,-0.024920,7,-0.011539
14593,20130205,AAPL,,,457.84399,0.035106,7,0.010416
14593,20130206,AAPL,,,457.35001,-0.001079,7,0.000549
14593,20130207,AAPL,2.65000,0.00000,468.22000,0.029562,7,-0.001805
14593,20130208,AAPL,,,474.98001,0.014438,7,0.005658
14593,20130211,AAPL,,,479.92999,0.010421,7,-0.000606
14593,20130212,AAPL,,,467.89999,-0.025066,7,0.001595
14593,20130213,AAPL,,,467.01001,-0.001902,7,0.000592
14593,20130214,AAPL,,,466.59000,-0.000899,7,0.000691
14593,20130215,AAPL,,,460.16000,-0.013781,7,-0.001045
14593,20130219,AAPL,,,459.98999,-0.000369,7,0.007337
14593,20130220,AAPL,,,448.85001,-0.024218,7,-0.012404
14593,20130221,AAPL,,,446.06000,-0.006216,7,-0.006303
14593,20130222,AAPL,,,450.81000,0.010649,7,0.008773
14593,20130225,AAPL,,,442.79999,-0.017768,7,-0.018310
14593,20130226,AAPL,,,448.97000,0.013934,7,0.006109
14593,20130227,AAPL,,,444.57001,-0.009800,7,0.012726
14593,20130228,AAPL,,,441.39999,-0.007131,7,-0.000864
14593,20130301,AAPL,,,430.47000,-0.024762,7,0.002324
14593,20130304,AAPL,,,420.04999,-0.024206,7,0.004611
14593,20130305,AAPL,,,431.14401,0.026411,7,0.009566
14593,20130306,AAPL,,,425.66199,-0.012715,7,0.001085
14593,20130307,AAPL,,,430.58200,0.011558,7,0.001816
14593,20130308,AAPL,,,431.72000,0.002643,7,0.004481
14593,20130311,AAPL,,,437.87000,0.014245,7,0.003249
14593,20130312,AAPL,,,428.42999,-0.021559,7,-0.002403
14593,20130313,AAPL,,,428.35001,-0.000187,7,0.001314
14593,20130314,AAPL,,,432.50000,0.009688,7,0.005603
14593,20130315,AAPL,,,443.66000,0.025803,7,-0.001618
14593,20130318,AAPL,,,455.72000,0.027183,7,-0.005510
14593,20130319,AAPL,,,454.48999,-0.002699,7,-0.002423
14593,20130320,AAPL,,,452.07999,-0.005303,7,0.006697
14593,20130321,AAPL,,,452.73001,0.001438,7,-0.008282
14593,20130322,AAPL,,,461.91000,0.020277,7,0.007174
14593,20130325,AAPL,,,463.57999,0.003615,7,-0.003340
14593,20130326,AAPL,,,461.13599,-0.005272,7,0.007785
14593,20130327,AAPL,,,452.07999,-0.019638,7,-0.000588
14593,20130328,AAPL,,,442.66000,-0.020837,7,0.004057
14593,20130401,AAPL,,,428.91000,-0.031062,7,-0.004474
14593,20130402,AAPL,,,429.79199,0.002056,7,0.005172
14593,20130403,AAPL,,,431.98999,0.005114,7,-0.010546
14593,20130404,AAPL,,,427.72000,-0.009884,7,0.004048
14593,20130405,AAPL,,,423.20001,-0.010568,7,-0.004295
14593,20130408,AAPL,,,426.20999,0.007112,7,0.006303
14593,20130409,AAPL,,,426.98001,0.001807,7,0.003544
14593,20130410,AAPL,,,435.69000,0.020399,7,0.012189
14593,20130411,AAPL,,,434.32999,-0.003122,7,0.003552
14593,20130412,AAPL,,,429.79999,-0.010430,7,-0.002837
14593,20130415,AAPL,,,419.85001,-0.023150,7,-0.022966
14593,20130416,AAPL,,,426.23999,0.015220,7,0.014307
14593,20130417,AAPL,,,402.79999,-0.054993,7,-0.014328
14593,20130418,AAPL,,,392.04999,-0.026688,7,-0.006701
14593,20130419,AAPL,,,390.53000,-0.003877,7,0.008848
14593,20130422,AAPL,,,398.67001,0.020844,7,0.004662
14593,20130423,AAPL,,,406.13000,0.018712,7,0.010419
14593,20130424,AAPL,,,405.46201,-0.001645,7,0.000006
14593,20130425,AAPL,,,408.38000,0.007197,7,0.004035
14593,20130426,AAPL,,,417.20499,0.021610,7,-0.001842
14593,20130429,AAPL,,,430.12000,0.030956,7,0.007186
14593,20130430,AAPL,,,442.78000,0.029434,7,0.002485
14593,20130501,AAPL,,,439.29001,-0.007882,7,-0.009308
14593,20130502,AAPL,,,445.51999,0.014182,7,0.009408
14593,20130503,AAPL,,,449.98001,0.010011,7,0.010535
14593,20130506,AAPL,,,460.70999,0.023845,7,0.001908
14593,20130507,AAPL,,,458.65799,-0.004454,7,0.005230
14593,20130508,AAPL,,,463.84000,0.011298,7,0.004139
14593,20130509,AAPL,3.05000,0.00000,456.76999,-0.008667,7,-0.003687
14593,20130510,AAPL,,,452.97000,-0.008319,7,0.004322
14593,20130513,AAPL,,,454.73999,0.003908,7,0.000043
14593,20130514,AAPL,,,443.85999,-0.023926,7,0.010142
14593,20130515,AAPL,,,428.85001,-0.033817,7,0.005114
14593,20130516,AAPL,,,434.57800,0.013357,7,-0.005010
14593,20130517,AAPL,,,433.26001,-0.003033,7,0.010300
14593,20130520,AAPL,,,442.92999,0.022319,7,-0.000708
14593,20130521,AAPL,,,439.66000,-0.007383,7,0.001722
14593,20130522,AAPL,,,441.35400,0.003853,7,-0.008274
14593,20130523,AAPL,,,442.14001,0.001781,7,-0.002924
14593,20130524,AAPL,,,445.14999,0.006808,7,-0.000551
14593,20130528,AAPL,,,441.43900,-0.008337,7,0.006341
14593,20130529,AAPL,,,444.95001,0.007954,7,-0.007048
14593,20130530,AAPL,,,451.57999,0.014900,7,0.003670
14593,20130531,AAPL,,,449.73499,-0.004086,7,-0.014307
14593,20130603,AAPL,,,450.72000,0.002190,7,0.005936
14593,20130604,AAPL,,,449.31000,-0.003128,7,-0.005511
14593,20130605,AAPL,,,445.10999,-0.009348,7,-0.013780
14593,20130606,AAPL,,,438.45999,-0.014940,7,0.008490
14593,20130607,AAPL,,,441.81100,0.007643,7,0.012832
14593,20130610,AAPL,,,438.89001,-0.006611,7,-0.000347
14593,20130611,AAPL,,,437.60001,-0.002939,7,-0.010153
14593,20130612,AAPL,,,432.19000,-0.012363,7,-0.008370
14593,20130613,AAPL,,,435.96500,0.008735,7,0.014784
14593,20130614,AAPL,,,430.04999,-0.013568,7,-0.005885
14593,20130617,AAPL,,,432.00000,0.004534,7,0.007567
14593,20130618,AAPL,,,431.76999,-0.000532,7,0.007791
14593,20130619,AAPL,,,423.00000,-0.020312,7,-0.013851
14593,20130620,AAPL,,,416.83801,-0.014567,7,-0.025010
14593,20130621,AAPL,,,413.50000,-0.008008,7,0.002670
14593,20130624,AAPL,,,402.54001,-0.026505,7,-0.012145
14593,20130625,AAPL,,,402.63000,0.000224,7,0.009497
14593,20130626,AAPL,,,398.07001,-0.011326,7,0.009590
14593,20130627,AAPL,,,393.78000,-0.010777,7,0.006200
14593,20130628,AAPL,,,396.53000,0.006984,7,-0.004290
14593,20130701,AAPL,,,409.22000,0.032003,7,0.005404
14593,20130702,AAPL,,,418.48999,0.022653,7,-0.000545
14593,20130703,AAPL,,,420.79999,0.005520,7,0.000824
14593,20130705,AAPL,,,417.42001,-0.008032,7,0.010202
14593,20130708,AAPL,,,415.04999,-0.005678,7,0.005252
14593,20130709,AAPL,,,422.35001,0.017588,7,0.007230
14593,20130710,AAPL,,,420.73001,-0.003836,7,0.000182
14593,20130711,AAPL,,,427.28799,0.015587,7,0.013554
14593,20130712,AAPL,,,426.51001,-0.001821,7,0.003087
14593,20130715,AAPL,,,427.44000,0.002180,7,0.001375
14593,20130716,AAPL,,,430.19501,0.006445,7,-0.003709
14593,20130717,AAPL,,,430.31000,0.000267,7,0.002774
14593,20130718,AAPL,,,431.75800,0.003365,7,0.005033
14593,20130719,AAPL,,,424.95001,-0.015768,7,0.001610
14593,20130722,AAPL,,,426.31000,0.003200,7,0.002033
14593,20130723,AAPL,,,418.98999,-0.017171,7,-0.001852
14593,20130724,AAPL,,,440.51001,0.051362,7,-0.003811
14593,20130725,AAPL,,,438.50000,-0.004563,7,0.002556
14593,20130726,AAPL,,,440.98999,0.005678,7,0.000828
14593,20130729,AAPL,,,447.79001,0.015420,7,-0.003736
14593,20130730,AAPL,,,453.32001,0.012350,7,0.000374
14593,20130731,AAPL,,,452.53000,-0.001743,7,-0.000136
14593,20130801,AAPL,,,456.67599,0.009162,7,0.012541
14593,20130802,AAPL,,,462.54001,0.012841,7,0.001640
14593,20130805,AAPL,,,469.45001,0.014939,7,-0.001480
14593,20130806,AAPL,,,465.25000,-0.008947,7,-0.005723
14593,20130807,AAPL,,,464.98001,-0.000580,7,-0.003806
14593,20130808,AAPL,3.05000,0.00000,461.01001,-0.001979,7,0.003885
14593,20130809,AAPL,,,454.45001,-0.014230,7,-0.003570
14593,20130812,AAPL,,,467.35999,0.028408,7,-0.001153
14593,20130813,AAPL,,,489.57001,0.047522,7,0.002776
14593,20130814,AAPL,,,498.50000,0.018240,7,-0.005177
14593,20130815,AAPL,,,497.91000,-0.001184,7,-0.014282
14593,20130816,AAPL,,,502.32999,0.008877,7,-0.003305
14593,20130819,AAPL,,,507.73999,0.010770,7,-0.005900
14593,20130820,AAPL,,,501.07001,-0.013137,7,0.003821
14593,20130821,AAPL,,,502.35999,0.002574,7,-0.005780
14593,20130822,AAPL,,,502.95999,0.001194,7,0.008619
14593,20130823,AAPL,,,501.01999,-0.003857,7,0.003947
14593,20130826,AAPL,,,502.97000,0.003892,7,-0.004040
14593,20130827,AAPL,,,488.59000,-0.028590,7,-0.015874
14593,20130828,AAPL,,,490.89600,0.004720,7,0.002748
14593,20130829,AAPL,,,491.70001,0.001638,7,0.001963
14593,20130830,AAPL,,,487.21600,-0.009119,7,-0.003174
14593,20130903,AAPL,,,488.57999,0.002800,7,0.004164
14593,20130904,AAPL,,,498.69101,0.020695,7,0.008117
14593,20130905,AAPL,,,495.26999,-0.006860,7,0.001210
14593,20130906,AAPL,,,498.22000,0.005956,7,0.000054
14593,20130909,AAPL,,,506.17001,0.015957,7,0.009993
14593,20130910,AAPL,,,494.64001,-0.022779,7,0.007346
14593,20130911,AAPL,,,467.70999,-0.054444,7,0.003052
14593,20130912,AAPL,,,472.69000,0.010648,7,-0.003380
14593,20130913,AAPL,,,464.89999,-0.016480,7,0.002715
14593,20130916,AAPL,,,450.12000,-0.031792,7,0.005693
14593,20130917,AAPL,,,455.32001,0.011553,7,0.004218
14593,20130918,AAPL,,,464.67999,0.020557,7,0.012178
14593,20130919,AAPL,,,472.29999,0.016398,7,-0.001843
14593,20130920,AAPL,,,467.41000,-0.010354,7,-0.007217
14593,20130923,AAPL,,,490.64001,0.049699,7,-0.004720
14593,20130924,AAPL,,,489.10001,-0.003139,7,-0.002597
14593,20130925,AAPL,,,481.53000,-0.015477,7,-0.002739
14593,20130926,AAPL,,,486.22000,0.009740,7,0.003485
14593,20130927,AAPL,,,482.75000,-0.007137,7,-0.004074
14593,20130930,AAPL,,,476.75000,-0.012429,7,-0.006029
14593,20131001,AAPL,,,487.95999,0.023513,7,0.007999
14593,20131002,AAPL,,,489.56000,0.003279,7,-0.000667
14593,20131003,AAPL,,,483.41000,-0.012562,7,-0.008979
14593,20131004,AAPL,,,483.03000,-0.000786,7,0.007053
14593,20131007,AAPL,,,487.75000,0.009772,7,-0.008506
14593,20131008,AAPL,,,480.94000,-0.013962,7,-0.012332
14593,20131009,AAPL,,,486.58801,0.011744,7,0.000574
14593,20131010,AAPL,,,489.63800,0.006268,7,0.021830
14593,20131011,AAPL,,,492.81201,0.006482,7,0.006286
14593,20131014,AAPL,,,496.04001,0.006550,7,0.004075
14593,20131015,AAPL,,,498.67999,0.005322,7,-0.007064
14593,20131016,AAPL,,,501.11401,0.004881,7,0.013828
14593,20131017,AAPL,,,504.50000,0.006757,7,0.006744
14593,20131018,AAPL,,,508.89001,0.008702,7,0.006549
14593,20131021,AAPL,,,521.36200,0.024508,7,0.000092
14593,20131022,AAPL,,,519.86749,-0.002867,7,0.005738
14593,20131023,AAPL,,,524.96002,0.009796,7,-0.004725
14593,20131024,AAPL,,,531.90997,0.013239,7,0.003258
14593,20131025,AAPL,,,525.95801,-0.011190,7,0.004395
14593,20131028,AAPL,,,529.87598,0.007449,7,0.001330
14593,20131029,AAPL,,,516.67798,-0.024908,7,0.005584
14593,20131030,AAPL,,,524.89600,0.015905,7,-0.004876
14593,20131031,AAPL,,,522.70203,-0.004180,7,-0.003839
14593,20131101,AAPL,,,520.03003,-0.005112,7,0.002903
14593,20131104,AAPL,,,526.75000,0.012922,7,0.003571
14593,20131105,AAPL,,,525.44897,-0.002470,7,-0.002806
14593,20131106,AAPL,3.05000,0.00000,520.91998,-0.002815,7,0.004266
14593,20131107,AAPL,,,512.49200,-0.016179,7,-0.013183
14593,20131108,AAPL,,,520.56000,0.015743,7,0.013428
14593,20131111,AAPL,,,519.04797,-0.002905,7,0.000723
14593,20131112,AAPL,,,520.01001,0.001853,7,-0.002370
14593,20131113,AAPL,,,520.63397,0.001200,7,0.008095
14593,20131114,AAPL,,,528.15997,0.014455,7,0.004837
