PERMNO,date,TICKER,DIVAMT,FACPR,PRC,RET,CFACPR,sprtrn
10107,20071001,MSFT,,,29.77010,0.010526,1,0.013290
10107,20071002,MSFT,,,29.70000,-0.002355,1,-0.000265
10107,20071003,MSFT,,,29.45250,-0.008333,1,-0.004552
10107,20071004,MSFT,,,29.71000,0.008743,1,0.002111
10107,20071005,MSFT,,,29.84000,0.004376,1,0.009560
10107,20071008,MSFT,,,29.84000,0.000000,1,-0.003217
10107,20071009,MSFT,,,30.09990,0.008710,1,0.008096
10107,20071010,MSFT,,,30.23000,0.004322,1,-0.001712
10107,20071011,MSFT,,,29.91000,-0.010586,1,-0.005158
10107,20071012,MSFT,,,30.17000,0.008693,1,0.004754
10107,20071015,MSFT,,,30.04000,-0.004309,1,-0.008381
10107,20071016,MSFT,,,30.32000,0.009321,1,-0.006573
10107,20071017,MSFT,,,31.08000,0.025066,1,0.001761
10107,20071018,MSFT,,,31.16000,0.002574,1,-0.000753
10107,20071019,MSFT,,,30.17000,-0.031771,1,-0.025616
10107,20071022,MSFT,,,30.51000,0.011269,1,0.003798
10107,20071023,MSFT,,,30.90000,0.012783,1,0.008803
10107,20071024,MSFT,,,31.25000,0.011327,1,-0.002441
10107,20071025,MSFT,,,31.99000,0.023680,1,-0.000976
10107,20071026,MSFT,,,35.03000,0.095030,1,0.013788
10107,20071029,MSFT,,,34.57000,-0.013132,1,0.003713
10107,20071030,MSFT,,,35.57000,0.028927,1,-0.006463
10107,20071031,MSFT,,,36.81000,0.034861,1,0.011992
10107,20071101,MSFT,,,37.06000,0.006792,1,-0.026423
10107,20071102,MSFT,,,37.06000,0.000000,1,0.000802
10107,20071105,MSFT,,,36.73000,-0.008905,1,-0.004955
10107,20071106,MSFT,,,36.41000,-0.008712,1,0.012049
10107,20071107,MSFT,,,35.52000,-0.024444,1,-0.029370
10107,20071108,MSFT,,,34.74000,-0.021959,1,-0.000576
10107,20071109,MSFT,,,33.73000,-0.029073,1,-0.014287
10107,20071112,MSFT,,,33.38000,-0.010376,1,-0.009988
10107,20071113,MSFT,0.11000,0.00000,34.46000,0.035650,1,0.029093
10107,20071114,MSFT,,,33.93000,-0.015380,1,-0.007069
10107,20071115,MSFT,,,33.76000,-0.005010,1,-0.013212
