ID,Record,RT,Time,Stimulate,Fatigue,Hunger,busy(0)/light(1),illness,Sleep,Protocol,MEQ
30,6,0.354,,0,1,6,1,0,7,1,0
30,7,0.411,,0,2,5,1,0,7,1,0
30,8,0.655,,0,5,4,1,0,7,1,0
31,1,0.518,,,,,1,,,,
31,2,0.462,,,,,1,,,,
31,3,0.481,,,,,1,,,,
31,4,0.605,,,,,1,,,,
31,5,0.529,,,,,0,,,,
31,6,0.481,,,,,0,,,,
31,7,0.552,,,,,0,,,,
31,8,0.645,,,,,0,,,,
32,1,0.4,,0,4,3,0,0,12,1,-1
32,2,0.333,,0,3,6,0,0,12,1,-1
32,3,0.431,,1,3,5,0,0,12,1,-1
32,4,,,,,,0,0,12,1,-1
32,5,0.42,,0,4,3,1,0,8,1,-1
32,6,0.367,,0,3,6,1,0,8,1,-1
32,7,0.391,,0,3,4,1,0,8,1,-1
32,8,0.434,,0,5,5,1,0,8,1,-1
33,1,0.377,,0,3,5,0,0,6.75,0,0
33,2,0.385,,1,3,4,0,0,6.75,1,0
33,3,0.361,,1,3,9,0,0,6.75,1,0
33,4,0.344,,1,5,5,0,0,6.75,1,0
33,5,0.444,,0,5,4,1,0,6,1,0
33,6,0.356,,1,3,4,1,0,6,1,0
33,7,,,,,,1,0,6,,0
33,8,0.419,,1,5,4,1,0,6,1,0
34,1,0.48,,0,5,5,1,1,,1,0
34,2,0.318,,1,4,4,1,1,,1,0
34,3,,,,,,1,1,,0,0
34,4,0.292,,0,6,5,1,1,,1,0
34,5,0.526,,1,3,3,0,0,,1,0
34,6,0.369,,0,1,3,0,0,,1,0
34,7,0.12,,0,2,4,0,0,,1,0
34,8,,,,,,0,0,,0,0
35,1,0.452,,0,4,4,1,0,7.7,1,0
35,2,0.388,,0,3,7,1,0,7.7,1,0
35,3,0.385,,0,3,5,1,0,7.7,1,0
35,4,0.459,,0,5,5,1,0,7.7,1,0
35,5,0.432,,0,5,4,0,0,7.2,1,0
35,6,0.374,,0,2,7,0,0,7.2,1,0
35,7,0.386,,0,3,5,0,0,7.2,1,0
35,8,0.488,,0,6,4,0,0,7.2,1,0
36,1,0.362,,0,5,3,0,0,5,1,0
36,2,0.347,,0,5,5,0,0,5,1,0
36,3,0.362,,1,5,6,0,0,5,1,0
36,4,0.364,,0,4,5,0,0,5,1,0
36,5,0.326,,0,2,4,1,0,9,1,0
36,6,0.313,,1,2,4,1,0,9,1,0
36,7,0.313,,0,4,5,1,0,9,1,0
36,8,0.324,,0,5,4,1,0,9,1,0
37,1,0.365,,0,3,6,1,0,7.5,1,-1
37,2,0.364,,0,2,4,1,0,7.5,1,-1
37,3,0.411,,0,4,7,1,0,7.5,1,-1
37,4,0.363,,0,4,4,1,0,7.5,1,-1
37,5,0.413,,0,4,3,0,0,8,1,-1
37,6,0.328,,0,2,4,0,0,8,1,-1
37,7,0.354,,0,3,6,0,0,8,1,-1
37,8,0.421,,0,5,3,0,0,8,1,-1
38,1,0.355,,0,3,5,0,0,8,,0
38,2,0.397,,0,4,5,0,0,8,,0
38,3,0.416,,0,5,4,0,0,8,,0
38,4,0.405,,0,5,3,0,0,8,,0
38,5,0.46,,0,5,4,1,0,8,,0
38,6,0.357,,0,3,3,1,0,8,,0
38,7,0.49,,0,4,8,1,0,8,,0
38,8,0.452,,0,5,5,1,0,8,,0
39,1,0.303,,0,5,3,0,0,8,,-1
39,2,0.249,,0,4,5,0,0,8,,-1
39,3,0.23,,0,1,5,0,0,8,,-1
39,4,0.299,,0,5,6,0,0,8,,-1
39,5,0.269,,0,4,3,1,0,7.5,,-1
39,6,0.304,,0,3,6,1,0,7.5,,-1
39,7,0.255,,0,2,6,1,0,7.5,,-1
39,8,0.367,,0,3,5,1,0,7.5,,-1
